,average_score,first_token,group_tokens,pair_score,Need_normalize
142784,0.8530423410476129,requires,"('requires', 'multiple', 'sessions')",0.9042698245490608,True
143034,0.9161376034189368,hit,"('hit', '60', 'mph')",0.9374102174117418,True
143204,0.8166424839049449,Its,"('Its', '11', 'modern-colonial')",0.9251897328238498,True
143406,0.8933657206161786,46,"('46', 'rooms', 'designed')",0.9046203436071952,True
143446,0.9048039409035455,A,"('A', '$', '100')",0.9074904906774904,True
143447,0.9128654066422192,$,"('$', '100', 'million')",0.9066600794455916,True
143720,0.8558248065332149,Long,"('Long', 'Bay', 'Beach')",0.9231677574532958,True
143889,0.8633930445496047,;,"(';', 'Cairo', ';')",0.9053830056976448,True
143896,0.919725611667892,Doha,"('Doha', ';', 'Kuwait')",0.9228692741210376,True
144967,0.8549056589869255,$,"('$', '100', 'for')",0.9430506660364324,True
145369,0.9188794712480948,$,"('$', '4', 'million')",0.9170285620746772,True
147196,0.7848332920951887,Three,"('Three', 'years', 'later')",0.9162265110152912,True
148535,0.9324233087952224,per,"('per', 'night', 'include')",0.9242831769967844,True
149341,0.8422459975728382,harvests,"('harvests', 'Pacific', 'oysters')",0.91779269832848,True
149875,0.9003189822376879,130-year-old,"('130-year-old', 'coconut', 'plantation')",0.9041626045119192,True
150320,0.9147012618518936,lightweight,"('lightweight', 'aluminum', 'chassis')",0.9290634643022184,True
150930,0.9197101845582688,all-black,"('all-black', '1955', '300')",0.9099482904297512,True
150931,0.9329938749399556,1955,"('1955', '300', 'SL')",0.9249608826302445,True
151266,0.9030980821400992,$,"('$', '1.4', 'million')",0.9192381745666758,True
151476,0.9305247215659426,300,"('300', 'SL', 'Gullwing')",0.90647977187718,True
151499,0.9359855222841466,SL,"('SL', 'Roadster', 'averaged')",0.9429242046483648,True
151500,0.9155008854260772,Roadster,"('Roadster', 'averaged', '$')",0.9059072899767404,True
151828,0.8891873762891189,paid,"('paid', '$', '2')",0.9163476409389631,True
152714,0.8328948727361503,Caribbean,"('Caribbean', 'Cruises', 'Ltd.')",0.9215134712260364,True
152722,0.9271464731274176,$,"('$', '5', 'billion')",0.976751456988334,True
152834,0.8377947125834421,nearly,"('nearly', 'zero', 'ships')",0.9052174149898198,True
152932,0.9215893313738656,$,"('$', '1', 'billion')",0.9170545413745086,True
153782,0.9041461023819476,iconic,"('iconic', 'Burj', 'Al')",0.9083420278681386,True
154083,0.9175364735371888,nearly,"('nearly', '35', 'percent')",0.937908476371316,True
154261,0.8982963655152475,setting,"('setting', 'alone—a', 'solitary')",0.9034164958777486,True
154332,0.8498261940031641,ascending,"('ascending', 'Valle', 'delle')",0.9030128006252,True
155320,0.9129115412887242,Cadillac,"('Cadillac', 'Coupe', 'de')",0.9101658905342948,True
155650,0.9188088521617273,cotton,"('cotton', 'candy', 'pillows')",0.9185031373472992,True
156057,0.9172824016513108,roughly,"('roughly', '$', '15,000')",0.9332362055097853,True
156138,0.7758368475821312,Mercedes-Benz,"('Mercedes-Benz', 'Classic', 'Center')",0.9180807235298052,True
156181,0.8933559654666197,optional,"('optional', 'from', 'August')",0.9030208694546265,True
156247,0.9053470516783688,rear-facing,"('rear-facing', 'extra', 'seats')",0.9180441587757464,True
158342,0.8730182848291941,7,"('7', 'and', '11')",0.9054551545619304,True
158391,0.8357104173202519,three,"('three', 'months', 'apiece')",0.903503440517076,True
158601,0.8733190320699953,Florentine,"('Florentine', 'leather', 'for')",0.9032727761633088,True
158797,0.8169778062855142,Florentine,"('Florentine', 'leather', 'handles')",0.9184073118128028,True
158913,0.8689154538433211,around,"('around', 'three', 'sides')",0.9029470172795292,True
159832,0.892236777984545,V8,"('V8', 'R', 'version')",0.9049790651683752,True
160372,0.9214450298952588,Mercedes-Benz,"('Mercedes-Benz', 'AMG', 'GT')",0.9184928918443808,True
160893,0.9203590587002288,11,"('11', 'newcomers—all', 'within')",0.8873657104412374,True
161446,0.8483276988417837,air,"('air', 'painting', 'classes')",0.9174195623277888,True
161870,0.929817074760202,$,"('$', '450', 'million')",0.8875410937428191,True
162196,0.8877409412206072,official,"('official', 'licensing', 'provided')",0.9025573380007472,True
162386,0.9102420274596926,slim,"('slim', 'steering', 'wheel')",0.9022674198124075,True
163265,0.9036049707072764,Relais,"('Relais', '&', 'Chateaux')",0.9058049430820436,True
164139,0.9390218076860872,$,"('$', '500', 'per')",0.9194453274061346,True
164635,0.9354091456831388,17,"('17', 'private', 'residences')",0.8755205114663679,True
164796,0.9199963156658174,five,"('five', 'pristine', 'acres')",0.8914244917292805,True
164959,0.9199069619855068,26,"('26', 'super-sized', 'villas')",0.7882620385142903,True
165019,0.866605853975195,uses,"('uses', 'organic', 'fruits')",0.9242538733506568,True
165411,0.9062124971171815,Free,"('Free', 'educational', 'workshops')",0.9101124084296656,True
166329,0.8914902240848185,Gooding,"('Gooding', '&', 'Co.')",0.9051204962526884,True
166338,0.8536265308789225,Bonhams,"('Bonhams', 'auctions', 'surrounding')",0.9035800335111076,True
166359,0.9164141829923771,average,"('average', 'auction', 'values')",0.914339339176882,True
166518,0.9305312007302518,911,"('911', 'range', 'during')",0.909295833862932,True
166771,0.9002948827948948,winning,"('winning', 'Ferrari', '250')",0.9201292568432149,True
167160,0.8694433684675292,—all,"('—all', 'between', 'Oct.')",0.9408652372343026,True
167250,0.905664364223396,safaris,"('safaris', 'range', 'from')",0.9060129690416748,True
167396,0.8998783538743359,private,"('private', 'aviation', 'within')",0.9204972277664524,True
167642,0.8408163742696596,seat,"('seat', '350', ';')",0.9026473671309649,True
169301,0.9289478835815635,roughly,"('roughly', '$', '12,000')",0.863223704211905,True
169822,0.920405203463646,Torres,"('Torres', 'del', 'Paine')",0.9177102951884822,True
169823,0.8354327404117784,del,"('del', 'Paine', 'peaks')",0.9164125631694646,True
170133,0.919994345137588,panoramic,"('panoramic', 'Atlantic', 'views')",0.9077131544786338,True
170293,0.9353549038740552,located,"('located', '11,000', 'feet')",0.8364361768842069,True
170951,0.9309785836264362,six,"('six', 'master', 'bedrooms')",0.8874573496229751,True
171220,0.8650873535195894,$,"('$', '207', 'per')",0.9177162926085763,True
171548,0.9200756392364826,Feb.,"('Feb.', '1', 'from')",0.8823501641963479,True
171889,0.8884377065066809,55,"('55', 'rooms', 'at')",0.9034251874774228,True
172183,0.91798131435762,River,"('River', 'Cruise', 'Collection')",0.9028494938869306,True
173569,0.8967816849198383,at,"('at', '10,000', 'feet')",0.9026144264602016,True
173779,0.7459909693193872,Russian,"('Russian', 'Ilyushin-76', 'jet')",0.904925045632548,True
174012,0.8535019963284135,water,"('water', 'bottles', 'under')",0.9252623910243544,True
174354,0.8820733728950841,El,"('El', 'Celler', 'de')",0.9254846783770991,True
174618,0.9163284704868676,Top,"('Top', '100', 'list')",0.9076734160993404,True
174828,0.8989457801134919,climbed,"('climbed', '31', 'points')",0.9367096826478752,True
175060,0.8972228204513532,4,"('4', ')', '5')",0.9031963538070782,True
175204,0.8771212569013952,Landmark,"('Landmark', 'Mandarin', 'Oriental')",0.9256730119765991,True
175756,0.8475425377705529,Moscow,"('Moscow', '**', '76')",0.9246068231950598,True
175770,0.8307152315347137,Tokyo,"('Tokyo', '**', '78')",0.9167155412662632,True
175861,0.8794370344323821,8,"('8', '1/2', 'Otto')",0.949727238841532,True
175897,0.9212954126027808,Francisco,"('Francisco', 'NEW', 'ENTRY')",0.9194865463526494,True
175941,0.8646598410904015,France,"('France', '**', '95')",0.9169244838838227,True
176130,0.8306303012292892,meter-long,"('meter-long', 'emergency', 'brake')",0.9182440905112128,True
176134,0.8586433717885282,steering,"('steering', 'wheel-mounted', 'throttle')",0.918000982224421,True
177674,0.9177491510433976,blood,"('blood', 'orange', 'Veuve')",0.9028221556394032,True
178396,0.7818791984303588,F,"('F', '&', 'B')",0.9244889990606158,True
178474,0.9193039823151729,upscale,"('upscale', 'à', 'la')",0.8276280334664539,True
178560,0.8898075641475691,passion,"('passion', 'fruit', 'sauce')",0.9043763181971624,True
178747,0.8053081908127282,With,"('With', 'two', 'seats')",0.903846269054804,True
179176,0.9190433554848442,costing,"('costing', '$', '100')",0.9189600985502638,True
179177,0.920738480569909,$,"('$', '100', 'each—and')",0.9131359751975378,True
179206,0.9212289655449168,An,"('An', 'additional', 'supply')",0.9008365844868907,True
179685,0.8001753125525324,equal,"('equal', 'measure.When', 'carried')",0.9037784019118832,True
180683,0.8704519030946919,1,"('1', 'demographic', 'group')",0.9041838616364388,True
182548,0.8902650647646707,turbodiesel,"('turbodiesel', 'engine', 'sourced')",0.9041264467916372,True
182568,0.8635250502200366,six-speed,"('six-speed', 'automatic', 'transmission')",0.9180096104730228,True
182572,0.8873584917230558,American-made,"('American-made', '37-inch', 'Toyo')",0.904816558565444,True
182574,0.8825742037911848,Toyo,"('Toyo', 'Open', 'Country')",0.9194388923331086,True
182739,0.9294005756212004,30,"('30', 'mpg', 'fuel')",0.9101076355865396,True
183244,0.9197890338873022,$,"('$', '350', 'LED')",0.9036011394770908,True
183713,0.9200361932134812,600,"('600', 'per', 'person')",0.8563829321804771,True
183737,0.929241395413024,9,"('9', '%', 'tip.For')",0.9370050389194858,True
184331,0.930788207555422,7,"('7', 'percent', 'year-on-year')",0.9243690921125712,True
184767,0.9053760901465514,jade,"('jade', 'green', 'accent')",0.9034181116820044,True
185401,0.9129049893306792,through,"('through', 'West', 'Hollywood')",0.9075631632239696,True
185417,0.8100096716815909,Pacific,"('Pacific', 'Coast', 'Highway')",0.9264160897440048,True
185711,0.8834402092733485,carbon,"('carbon', 'fiber', 'accents')",0.9208121732384223,True
185749,0.8691499432066809,under,"('under', '3,400', 'pounds')",0.921993499289369,True
185797,0.8950752939117798,seven-speed,"('seven-speed', 'dual-clutch', 'transmission')",0.9246878669219304,True
187074,0.8686012827204678,social-media,"('social-media', 'software', 'tracking')",0.9159682128637692,True
187075,0.8031585114484715,software,"('software', 'tracking', 'firm')",0.9047779124968884,True
187218,0.9261132185514576,$,"('$', '500', 'per')",0.932533660498762,True
187649,0.9071006012237935,10,"('10', 'minutes', 'prior')",0.9021669955780424,True
189761,0.9291747425891896,1961,"('1961', 'Ferrari', '250')",0.9268508676490108,True
189774,0.9185238518110576,1962,"('1962', 'Ferrari', '250')",0.9117167681021708,True
189844,0.8879095752243382,$,"('$', '390.6', 'million')",0.9204193746728414,True
190031,0.8955591311393944,Works,"('Works', 'Lightweight', 'Roadster')",0.9477619114238754,True
190033,0.8993955303015255,Roadster,"('Roadster', 'sold', 'for')",0.9041609336980916,True
190616,0.8400174804287202,separate,"('separate', 'viewfinder—that', 'belie')",0.9028339734071948,True
190794,0.8636011859923315,retractable,"('retractable', '60mm', 'f/12.7')",0.9215713881621724,True
190965,0.9067891561126301,XQD,"('XQD', '2.0', 'memory')",0.9071702736038929,True
191446,0.90392355206899,fresh,"('fresh', 'tropical', 'fruits')",0.9078216589732684,True
191768,0.8642179221762251,percent,"('percent', 'alcohol-by-volume', 'pale')",0.9235126491141272,True
193352,0.9048029921641128,standard,"('standard', 'exterior', 'options')",0.9064961480561866,True
193360,0.934060664509234,plus,"('plus', '90', 'color')",0.9248771767938968,True
193475,0.8868473295831854,50,"('50', 'miles', 'south')",0.9241165389479984,True
194080,0.9194246176525228,El,"('El', 'Celler', 'de')",0.8817334357001938,True
194122,0.890190987411215,Tokyo,"('Tokyo', '9', 'D.O.M')",0.9206414249422836,True
194152,0.8006811830519835,Lima,"('Lima', '15', 'Steirereck')",0.9211636754835536,True
194197,0.8865886193276277,Moscow,"('Moscow', '24', 'Ultra')",0.9638451711426922,True
194238,0.8164025615397794,31,"('31', 'Restaurant', 'Frantzén')",0.9040815869313844,True
194267,0.8591757728961699,Paris,"('Paris', '37', 'Restaurante')",0.9046601966533552,True
194278,0.7835809196533637,Landmark,"('Landmark', 'Mandarin', 'Oriental')",0.9171030499729854,True
194288,0.7554187546111961,Spain40,"('Spain40', 'Per', 'Se')",0.9043322140194772,True
194322,0.8020347124366424,Copenhagen,"('Copenhagen', '46', 'Restaurant')",0.9030022309886104,True
194334,0.9068503836390231,Paris,"('Paris', '48', 'Schloss')",0.9115159722593452,True
194335,0.9193593011262969,48,"('48', 'Schloss', 'Schauenstein')",0.8638124238783623,True
194366,0.8277987416115733,51,"('51', '-', '100:51')",0.920196105101152,True
194367,0.92549624785332,-,"('-', '100:51', 'Geranium')",0.9227075769663052,True
194372,0.8807712903450459,52,"('52', 'Tim', 'Raue')",0.9185632209309892,True
194398,0.888774131011807,San,"('San', 'Francisco', '57')",0.9414668644981032,True
194399,0.899416671511146,Francisco,"('Francisco', '57', 'Septime')",0.9027352302526702,True
194405,0.8987689368028602,Quay,"('Quay', 'Sydney', '59')",0.9163250588143318,True
194429,0.9291595328872128,Hong,"('Hong', 'Kong', '63')",0.9112606478658812,True
194438,0.8939117159383441,Robuchon,"('Robuchon', 'Paris', '64')",0.9048049014215934,True
194504,0.8981375381023804,Francisco,"('Francisco', '76', 'Fu')",0.903262880737822,True
194517,0.9160994237018828,78,"('78', 'La', 'Maison')",0.9122089339713044,True
194549,0.8538590563768315,Buenos,"('Buenos', 'Aires', '84')",0.9210092379870854,True
194597,0.8775390346371891,),"(')', '90', 'Estela')",0.9049051341378402,True
195271,0.9030692074877141,Bluetooth,"('Bluetooth', '4.2', 'specs')",0.9027951252390422,True
195804,0.9287828513320248,cherry,"('cherry', 'blossom', 'vinaigrette')",0.9319696679767564,True
195839,0.9060763582297467,$,"('$', '350', ';')",0.909373353009375,True
195957,0.9190948142677714,bone,"('bone', 'marrow', 'vinaigrette')",0.9259712554739092,True
196226,0.8318593070703773,uses,"('uses', 'fermented', 'flour')",0.90381260772482,True
196362,0.8691126371863351,burnt,"('burnt', 'pine', 'wood')",0.9403606775251544,True
196363,0.9361721588976852,pine,"('pine', 'wood', 'oil')",0.939755965141942,True
196748,0.9347044673204076,pickled,"('pickled', 'onions', ';')",0.9462437256187322,True
196751,0.8658422975345944,handcut,"('handcut', 'beef', 'tartare')",0.9026519004297456,True
197680,0.919142761586364,almost,"('almost', '60', 'degrees')",0.9174470895463483,True
198176,0.8553091107355529,single,"('single', 'compact', 'reserve')",0.9038384591639522,True
198352,0.8561852411929577,near,"('near', 'Kruger', 'National')",0.9166064537039298,True
198586,0.9362964027145438,hit,"('hit', '60', 'mph')",0.8458423955185393,True
198776,0.8411783483568266,Top,"('Top', 'Speed', 'mode')",0.9249280964633244,True
198899,0.7747235098434166,swooped,"('swooped', 'air', 'vents')",0.9053963901337186,True
198958,0.9344432744129716,Type,"('Type', '57', 'Bugatti')",0.9400390811700056,True
199258,0.8953279938043414,miles,"('miles', 'or', 'segments')",0.9043806060191923,True
199356,0.9169788599729544,from,"('from', 'Jan.', '1')",0.9127011784290171,True
199681,0.831070569663151,by,"('by', 'Dec.', '31')",0.9180707887812188,True
199717,0.8556684374504833,certain,"('certain', 'spending', 'requirements')",0.9034439596112956,True
200020,0.9287677102204756,purchases,"('purchases', 'within', 'three')",0.9080753253432852,True
200066,0.9115367456722692,spending,"('spending', '$', '15,000')",0.9163572717505968,True
200369,0.8655947663652465,after,"('after', '10', 'nights')",0.9041411817709474,True
200401,0.9203821293999188,by,"('by', 'Dec.', '15')",0.9227914094992764,True
200729,0.9257436056496842,Ferrari,"('Ferrari', '250', 'GT')",0.8758913408600909,True
200730,0.9189768942133872,250,"('250', 'GT', 'Berlinetta')",0.8793819728417732,True
200949,0.89470696082533,1997,"('1997', 'Porsche', '993')",0.9039322470944516,True
201074,0.9210236343932108,1948,"('1948', 'Vincent', 'Series')",0.9230718468220248,True
201208,0.8951784796260406,$,"('$', '125A', 'total')",0.960361576825868,True
201479,0.8731897918021096,663,"('663', 'foot', 'pounds')",0.9232722488314812,True
201522,0.9107957432114996,by,"('by', 'roughly', '10')",0.9192304010941572,True
201603,0.9193603325201856,covers,"('covers', '60', 'percent')",0.964588020621462,True
202108,0.911552305359614,$,"('$', '200,000', 'range')",0.9190537329483456,True
202869,0.8420721810392542,range,"('range', 'from', 'Wagyu')",0.9053394206563264,True
202876,0.9034863099936232,per,"('per', 'pound', ')')",0.9121884791665664,True
202882,0.9207635100858299,$,"('$', '99', 'per')",0.9195438208775608,True
202884,0.8855933966018,per,"('per', 'pound', ')')",0.9052473971049828,True
202890,0.929555967158312,$,"('$', '180', 'per')",0.9159371661949129,True
202938,0.8888151513703764,olive,"('olive', 'oil', '.')",0.9050289542217458,True
203220,0.8255350226692152,21,"('21', 'brand-new', 'Boulevard')",0.9228897796732212,True
203963,0.8505451472425298,red,"('red', 'Sichuan', 'oil')",0.9242214690519941,True
204004,0.919514368220636,cheese,"('cheese', 'sauce', 'gently')",0.922126960091647,True
204331,0.9331899548655668,fried,"('fried', 'rice', ';')",0.9383976936703188,True
204359,0.8796428250760271,crab,"('crab', 'Rangoon', 'dumpling')",0.9049824104243211,True
205689,0.8710166513250236,total,"('total', 'trip', 'combinations')",0.92520949222575,True
205802,0.8812825274651505,Kalahari,"('Kalahari', ';', 'culture')",0.9054017779582024,True
206287,0.9159521425609836,spending,"('spending', 'four', 'nights')",0.903435911451106,True
206292,0.8999085277973409,Bolivian,"('Bolivian', 'salt', 'flats')",0.9166986309463386,True
207037,0.8987370168464851,$,"('$', '17.6', 'million')",0.927006691851652,True
207049,0.8549460355345452,250,"('250', 'GTO', 'Berlinetta')",0.9251377166457262,True
207051,0.9115552233794209,Berlinetta,"('Berlinetta', 'fetched', '$')",0.9146821674942528,True
207224,0.8226822981714008,private,"('private', 'collection', 'sold')",0.9054773623764326,True
207255,0.9309203724256518,$,"('$', '13.8', 'million')",0.8584178372928394,True
207274,0.91114025462606,fetched,"('fetched', '$', '6.1')",0.9169426459341103,True
207303,0.8717768702219479,Ferrari,"('Ferrari', '250', 'GT')",0.9243021670368032,True
207385,0.918386809611704,$,"('$', '6', 'billion')",0.9096307438493316,True
207404,0.9203234351684616,red,"('red', '1961', 'Ferrari')",0.8193749499447242,True
207406,0.911459057688075,Ferrari,"('Ferrari', '250', 'GT')",0.9171836118823316,True
207423,0.8558613287212732,16.8,"('16.8', 'million', 'at')",0.9052351942883896,True
207506,0.9057398726836284,A,"('A', '1956', 'Fiat')",0.9148120912481518,True
207614,0.8419825439529163,C-Type,"('C-Type', 'Works', 'lightweight')",0.9230107834573394,True
207617,0.8568922282666219,roadster,"('roadster', 'fetched', '$')",0.9034969121635508,True
207651,0.911296966926009,58,"('58', 'percent', 'sell-through')",0.9550408320962376,True
207725,0.9291585587029264,Skeena,"('Skeena', 'River', 'near')",0.9138553664074598,True
208018,0.8924363742049591,spey,"('spey', 'rods', 'Scharf')",0.9031241330859222,True
208033,0.9120435765181264,three,"('three', 'private', 'bedrooms')",0.9283683383984204,True
208893,0.9290019034661628,within,"('within', '10', 'minutes')",0.8424822815770169,True
209313,0.9181468798804552,fried,"('fried', 'chicken', 'sandwich')",0.9129671019651197,True
209417,0.9165173205913768,dried,"('dried', 'beef', 'breakfast')",0.9111206025385358,True
209581,0.891621475557242,vanilla,"('vanilla', 'bean', 'milk')",0.9460528603599484,True
209662,0.7932886041402776,5,"('5', 'old', 'fashioneds')",0.902399831025351,True
209974,0.9200235777956892,$,"('$', '30', 'entrée')",0.9220030606399904,True
210240,0.932011391748314,half-mile-long,"('half-mile-long', 'ice', 'cream')",0.8802989766606949,True
210241,0.8245755773728478,ice,"('ice', 'cream', 'sundae')",0.9260660903069812,True
210504,0.9293514406897836,ice,"('ice', 'cream', 'shop')",0.8744135173852449,True
210544,0.8891740734226558,chocolate,"('chocolate', 'ice', 'cream')",0.9229399194863988,True
210594,0.9201326874645052,square,"('square', 'glass', 'jar')",0.8825812694268187,True
210694,0.920904070494973,waffle,"('waffle', 'shell', 'stuffed')",0.9187328527583204,True
210768,0.904832057141394,lemon,"('lemon', 'peel', 'from')",0.9072528573596624,True
210783,0.925548668579076,ice,"('ice', 'cream', 'sandwich')",0.9207751861136304,True
210804,0.9259981894465436,ice,"('ice', 'cream', 'stuffed')",0.9218428551631463,True
210825,0.9317205877221404,pineapple,"('pineapple', 'ice', 'cream')",0.8339975731008412,True
210834,0.8380307853903264,white,"('white', 'chocolate', 'macadamia')",0.9215229571140426,True
210879,0.9366630666015164,peanut,"('peanut', 'butter', 'ice')",0.9409247162054454,True
210951,0.8402316986230891,strawberry,"('strawberry', 'ice', 'creams')",0.9240396603784284,True
210963,0.8027165322132681,homemade,"('homemade', 'ice', 'cream')",0.903732560664852,True
210964,0.9300112484120971,ice,"('ice', 'cream', 'toppings')",0.91382306322881,True
211001,0.9159963058930684,tiered,"('tiered', 'silver', 'tray')",0.9098874655315748,True
211226,0.8801740528263093,vanilla,"('vanilla', 'ice', 'cream')",0.923551587963342,True
211773,0.90394176085089,five,"('five', 'vehicles', 'sold')",0.9054717641015984,True
212089,0.8289880364670529,Mountain,"('Mountain', 'Museum', 'each')",0.920005548404296,True
212247,0.8952870311856055,"1,900","('1,900', 'meters', 'above')",0.9034140240513078,True
212434,0.9062257724624287,$,"('$', '3', 'million')",0.9544312740385472,True
212578,0.8546077549360183,90,"('90', 'degrees', 'during')",0.9223221381115928,True
212623,0.923428574468328,B6,"('B6', 'Alpina', 'Gran')",0.8234112055266875,True
212624,0.9211028893598058,Alpina,"('Alpina', 'Gran', 'Coupe')",0.9101296177390792,True
212802,0.9171177693863252,Alpina,"('Alpina', 'B6', 'Gran')",0.9084004150047684,True
212847,0.9203927955542156,miles,"('miles', 'per', 'hour')",0.9694283620246396,True
213193,0.9129813904951338,four,"('four', 'tail', 'pipes')",0.9032972849247156,True
213427,0.8940303326666211,Bang,"('Bang', '&', 'Olufsen')",0.9460490371055328,True
213428,0.8151332180770772,&,"('&', 'Olufsen', 'surround')",0.9193728703047412,True
213448,0.8615739343356749,B6,"('B6', 'Alpina', 'Gran')",0.9166045936412832,True
213450,0.9193284576691328,Gran,"('Gran', 'Coupe', 'costs')",0.9171715345189094,True
214205,0.9036935215679262,39,"('39', 'million', 'project')",0.9184288213010108,True
216156,0.906038712573752,$,"('$', '5', 'extra')",0.907530606997094,True
217534,0.9334413054488347,stretches,"('stretches', '200', 'kilometers')",0.9441223157076788,True
217535,0.9256740292271216,200,"('200', 'kilometers', 'each')",0.9256994378684634,True
218347,0.8580344542924521,urban,"('urban', 'farm', 'nearby')",0.9031423843358898,True
218608,0.8924758711973365,dishes,"('dishes', 'starting', 'below')",0.9230699394370948,True
218609,0.8916882627612586,starting,"('starting', 'below', '100')",0.946446581584422,True
218846,0.8307995815925618,4,"('4', 'months', 'old')",0.9208670491818072,True
219132,0.9050912418993772,include,"('include', 'raw', 'lamb')",0.9059478136612664,True
219144,0.9285767162045118,caramelized,"('caramelized', 'milk', 'skin')",0.9074786056378876,True
219154,0.9360560400407706,grilled,"('grilled', 'pork', 'belly')",0.8859664914928221,True
219167,0.9210225242159988,Asian,"('Asian', 'leaf.The', 'desserts')",0.8418949386341982,True
219185,0.9255626821399828,toasted,"('toasted', 'barley', 'ice')",0.8861014780131243,True
219653,0.8765818994662391,quad,"('quad', 'ring', 'logo')",0.9197222479875418,True
219688,0.9129720091200256,S,"('S', 'Line', 'Sport')",0.9094612640045708,True
219750,0.8949811080101006,relatively,"('relatively', 'compact', 'A4')",0.902778927630112,True
219912,0.917306914675049,rear,"('rear', 'window', 'shades')",0.935855756842212,True
219938,0.9160369179586014,$,"('$', '850', 'Bose')",0.910000353704841,True
219940,0.8409271627028807,Bose,"('Bose', 'Surround', 'Sound')",0.9228279428603328,True
219941,0.9158555409324508,Surround,"('Surround', 'Sound', 'System')",0.9140933235071924,True
219986,0.8058245438584624,Top,"('Top', 'Safety', 'Pick')",0.924117573602526,True
221030,0.9234867772657146,9,"('9', 'miles', 'from')",0.924073563090126,True
221938,0.9087110533913846,Google,"('Google', 'X', 'whose')",0.900765723634533,True
222557,0.8425470660449248,roughly,"('roughly', '30', 'producers')",0.9374620292395996,True
223374,0.9289484873415004,$,"('$', '2', 'per')",0.9210783055250428,True
223383,0.8433161758545019,pound,"('pound', 'for', 'malted')",0.9034788235347704,True
223626,0.9401845184711042,29,"('29', 'percent', 'ABV')",0.9471728620031398,True
224132,0.8083540649271996,onto,"('onto', 'warm', 'pieces')",0.902434749290034,True
224730,0.9207925809825696,grated,"('grated', 'potato', 'pancake')",0.9201798474691244,True
224894,0.9358176862770492,peanut,"('peanut', 'praline', 'under')",0.9444591554524268,True
225421,0.8163929275083812,killer,"('killer', '12-year', 'old')",0.9174519812780012,True
225661,0.8936650027051883,Sept.,"('Sept.', '10', ';')",0.9443498956081788,True
225949,0.9083364736974692,Roty,"('Roty', 'Charmes-Chambertin', 'Tres')",0.9012054079348484,True
226142,0.9195613397863732,Diamond,"('Diamond', 'Creek', 'Vineyards')",0.9085212944351766,True
226193,0.8853229546356038,online,"('online', 'sale', 'features')",0.9190473801014224,True
226307,0.904037064936635,turbo-induced,"('turbo-induced', '32mpg', 'fuel')",0.9211086794508802,True
226492,0.8892734796765883,turbocharged,"('turbocharged', 'inline', 'six')",0.9047958436859029,True
227018,0.916670273602093,$,"('$', '500', 'heated')",0.9669249901824852,True
227834,0.8960476373794682,25,"('25', 'range', '.')",0.9026848341189596,True
227867,0.8320763569299641,15,"('15', 'percent', 'case')",0.91803708556455,True
227928,0.8619983164571209,Muscadet,"('Muscadet', 'master', 'Marc')",0.923785134728456,True
228230,0.939523151973092,20,"('20', 'percent', 'white')",0.9105994776093508,True
228682,0.8972914300609892,40,"('40', 'or', '50')",0.903874155644003,True
229346,0.8882251745230145,$,"('$', '28', ';')",0.9039232367058756,True
229412,0.8964089295230327,red,"('red', 'neon', 'light')",0.9045515862935956,True
229469,0.9035938696486436,Peking,"('Peking', 'duck', 'dumplings')",0.9025695264145788,True
229474,0.8660928623164341,$,"('$', '16', ')')",0.9194972652491992,True
229478,0.8670140244632776,Korean,"('Korean', 'fried', 'chicken')",0.9195563241075436,True
229777,0.899195667054066,A,"('A', '$', '9')",0.9172879212219242,True
229892,0.8738527963266608,$,"('$', '50', 'for')",0.9216572886186007,True
229898,0.8916302243172013,A,"('A', '$', '65')",0.9212556807079618,True
229996,0.9209004510267628,fromage,"('fromage', 'blanc', 'cigar')",0.922181610927515,True
230000,0.885848218086345,A,"('A', '$', '6')",0.9167650061956316,True
230393,0.9042128144751088,American,"('American', 'gamay', 'noir')",0.9083758007668084,True
230447,0.9302712859826616,ice,"('ice', 'bucket.The', 'gamay')",0.924603094956068,True
230682,0.9255478171678508,fermented,"('fermented', 'amid', 'carbon')",0.8725823161143268,True
231030,0.9304193557659576,Domaine,"('Domaine', 'de', 'la')",0.924252224657518,True
231986,0.8653605378383613,through,"('through', 'Sept.', '30')",0.9239496458084904,True
232267,0.9050539863041396,Oregon,"('Oregon', 'black', 'raspberry')",0.9067790193893162,True
232582,0.89065682853997,salted,"('salted', 'peanut', 'butter')",0.9452480812355262,True
232684,0.9015910337733599,12,"('12', 'Mango', 'Mezcal')",0.9193656855000236,True
232771,0.8992534727260859,150,"('150', 'square', 'feet')",0.9238669367049904,True
233142,0.9234768292161514,ice,"('ice', 'cream', 'parlor')",0.9431483824082378,True
233143,0.93046123711289,cream,"('cream', 'parlor', 'peddling')",0.9121168758180036,True
233169,0.8860613906675481,cotton,"('cotton', 'candy-colored', 'neon')",0.9053117813500351,True
233182,0.9185621853568712,varieties,"('varieties', 'include', 'date')",0.9073868785645092,True
233466,0.8811410236085675,A,"('A', 'la', 'carte')",0.9248036511784704,True
233567,0.8955173517290227,raw,"('raw', 'south', 'coast')",0.902442679382594,True
233591,0.9074117464408356,grilled,"('grilled', 'white', 'peach')",0.9117840765230096,True
233647,0.8866817258180801,lemon,"('lemon', 'ice', 'cream')",0.9410575089766609,True
233883,0.907019557162731,$,"('$', '1.25', 'million')",0.9292071902276854,True
